temperature,humidity,wind_speed,visibility,clouds,pressure,rain_1h,will_rain,comfort_level
19.7,51.7,12.57,2.11,90.4,1025.3,0.0,0,1
42.2,35.6,2.03,8.28,99.8,1014.7,3.9,1,1
-5.9,58.6,6.94,9.16,45.1,1033.9,0.0,0,1
11.3,95.2,5.03,5.83,38.9,1026.5,2.19,1,0
28.4,46.6,1.46,7.08,50.3,980.7,0.0,0,2
40.6,20.0,14.77,7.31,7.1,981.4,0.0,0,0
33.5,24.5,20.92,6.6,33.2,1010.9,0.0,0,0
1.9,55.0,15.61,1.47,4.4,980.8,0.37,1,0
34.2,99.8,1.53,4.38,2.6,988.0,1.97,1,0
41.7,45.6,12.41,2.53,0.0,1034.0,4.82,1,0
-2.8,64.4,24.99,1.47,42.4,1026.8,3.45,1,0
-5.6,31.3,4.0,9.08,18.0,982.4,0.0,0,1
9.0,46.5,2.98,7.51,60.2,1001.9,2.97,1,1
32.8,38.1,0.65,2.22,68.2,1039.3,1.53,1,1
-6.6,38.5,10.15,9.22,8.1,1026.6,0.0,0,0
34.6,56.2,0.98,9.47,8.3,1015.9,0.0,0,1
-5.6,59.9,20.61,9.86,72.4,996.7,0.0,0,0
28.8,73.0,21.36,0.97,10.8,1018.4,0.0,0,1
15.6,96.5,23.45,9.04,91.0,1033.9,0.0,0,1
28.2,12.2,3.31,1.43,2.4,987.0,0.0,0,1
26.5,38.1,19.83,4.93,14.2,1033.1,0.0,0,1
28.4,36.2,12.5,8.18,15.7,1038.6,0.0,0,1
19.4,92.4,23.64,2.4,14.4,1023.5,2.43,1,0
33.8,60.4,4.7,4.92,92.1,1017.0,0.0,0,1
8.5,27.0,6.39,5.38,28.0,1012.5,0.0,0,1
30.4,24.8,18.76,6.76,1.2,983.5,0.0,0,0
11.1,23.1,1.11,1.68,95.8,1023.7,0.0,0,1
41.8,65.7,18.14,2.9,58.9,988.6,0.0,0,0
-8.2,29.5,1.87,3.94,84.3,1002.7,0.0,0,0
26.1,55.9,5.92,9.23,5.4,1021.3,0.0,0,2
14.3,31.6,10.77,8.74,83.7,1036.5,0.0,0,1
11.3,11.7,23.57,3.36,40.4,1034.5,0.0,0,0
21.1,25.9,12.47,9.19,55.9,995.3,1.68,1,1
21.5,13.8,15.24,5.28,78.3,981.7,0.0,0,1
18.6,43.3,24.13,1.69,54.1,999.3,0.0,0,1
20.4,18.1,16.53,6.38,76.9,985.4,3.25,1,0
-2.5,71.0,1.48,3.42,84.7,1026.5,0.0,0,0
37.9,73.8,12.98,9.8,69.5,1016.1,4.51,1,0
6.3,10.8,4.92,1.18,31.9,1029.6,0.0,0,0
-0.7,81.0,12.61,5.18,36.2,1031.9,0.0,0,0
-4.8,37.2,17.88,6.61,18.8,986.7,0.0,0,0
27.2,43.0,21.07,9.78,20.6,1014.6,0.0,0,1
29.2,47.3,4.83,7.55,81.1,986.7,1.67,1,1
24.4,81.4,13.65,5.85,80.0,1011.7,0.0,0,1
18.4,89.2,5.89,2.71,12.8,1029.2,0.0,0,1
9.1,98.3,23.17,9.72,14.2,1033.5,0.0,0,0
-9.3,45.2,12.73,1.17,53.8,1029.2,0.0,0,0
9.4,40.5,23.08,0.58,44.5,995.9,0.0,0,0
-4.7,47.0,10.17,8.9,21.5,1018.7,0.0,0,0
42.5,63.4,15.66,4.39,34.2,992.8,0.0,0,0
42.5,42.4,22.08,1.57,93.6,1001.0,2.31,1,0
29.5,74.8,11.99,5.28,3.0,998.3,2.79,1,0
20.7,73.9,17.93,2.43,77.0,981.2,0.51,1,1
30.1,57.4,10.93,6.94,3.6,993.4,0.0,0,1
36.6,44.3,6.47,5.24,62.2,1005.2,0.0,0,1
18.8,13.2,5.58,4.56,69.8,993.2,0.0,0,1
7.5,57.9,0.47,8.86,78.9,991.7,0.0,0,1
7.4,72.3,20.47,7.44,91.8,1031.9,0.0,0,0
0.0,37.4,15.91,7.36,53.5,984.4,0.0,0,1
42.8,46.5,5.62,0.29,23.7,1022.0,0.0,0,0
-4.9,59.8,17.39,2.84,57.0,1022.9,0.0,0,0
14.9,77.3,7.54,2.21,18.7,1001.5,1.41,1,0
25.9,68.3,1.84,2.95,57.0,999.1,0.0,0,2
29.2,10.8,6.91,1.51,12.8,1037.5,0.0,0,0
19.0,76.0,1.19,2.49,83.2,1031.7,1.87,1,1
31.6,36.6,2.93,2.65,38.7,983.1,0.0,0,2
30.7,56.2,1.8,4.46,70.9,983.5,1.85,1,1
0.7,94.1,14.53,2.94,70.5,1002.5,1.19,1,0
25.4,14.7,6.82,2.16,20.1,1021.0,0.0,0,1
29.4,68.1,22.91,0.68,16.7,1004.9,0.0,0,1
13.0,28.6,3.74,5.14,92.8,1003.5,3.53,1,1
6.0,32.1,8.11,7.27,81.9,1015.3,0.0,0,1
7.1,21.2,23.33,6.42,2.7,1019.7,0.0,0,0
43.5,83.7,4.28,7.23,48.6,991.2,0.0,0,0
20.1,12.7,16.16,6.39,14.4,1000.9,0.0,0,1
-2.4,86.7,0.69,1.12,11.6,1011.7,0.0,0,0
12.2,36.0,20.23,0.78,28.0,982.3,1.77,1,1
0.7,34.2,20.52,1.71,78.0,1020.5,2.73,1,0
14.4,21.6,22.68,5.74,88.0,1029.4,1.04,1,0
-2.0,84.8,21.56,5.33,10.4,988.1,0.0,0,0
41.1,28.0,0.28,3.38,3.0,1029.7,0.0,0,0
25.3,47.0,8.64,2.3,77.1,1021.7,1.61,1,1
-9.9,15.7,15.58,5.19,43.5,1029.7,0.0,0,0
11.1,24.5,20.52,5.8,9.2,1018.9,0.0,0,0
34.6,92.7,15.01,7.34,5.7,1013.6,0.0,0,0
17.3,63.4,22.47,2.06,9.8,1021.4,0.0,0,1
36.8,67.7,20.83,7.04,8.7,1025.7,0.0,0,0
3.0,45.5,7.86,3.28,16.9,997.6,2.36,1,0
32.3,87.6,20.51,4.22,73.0,997.3,3.38,1,0
25.7,82.1,15.4,1.65,85.3,1017.6,0.0,0,1
32.6,36.8,1.86,1.85,9.3,994.6,0.0,0,1
39.9,88.5,17.96,0.34,34.1,1020.9,4.01,1,0
40.3,41.9,17.65,1.57,69.1,981.3,3.55,1,0
29.2,67.7,11.93,6.78,77.4,1038.0,0.0,0,1
33.7,72.5,14.35,1.29,16.6,1029.2,0.0,0,0
23.8,49.5,0.65,3.34,42.1,1009.1,0.0,0,2
-4.0,56.7,9.2,9.9,86.2,1006.3,0.0,0,1
18.3,25.0,13.9,2.34,63.6,1036.2,0.0,0,1
5.0,36.7,1.73,2.93,9.3,1010.0,0.0,0,1
31.3,15.4,8.5,2.95,10.4,1001.7,0.0,0,0
24.9,89.5,11.37,7.49,14.6,1033.7,0.96,1,1
-4.1,37.9,13.81,9.88,79.3,1002.8,0.0,0,0
24.3,84.0,18.41,5.74,66.9,1024.8,1.0,1,1
27.9,86.5,10.23,9.8,21.6,1005.0,0.0,0,1
41.2,35.7,11.77,1.95,52.1,1031.4,0.0,0,0
34.6,92.0,1.82,7.59,25.5,990.5,0.0,0,1
28.8,45.5,0.98,9.1,73.1,996.3,0.14,1,2
8.7,57.0,12.93,2.16,77.7,997.9,1.36,1,0
13.4,28.7,15.83,4.31,1.6,981.7,0.0,0,1
0.1,62.7,10.2,6.58,95.2,1011.7,0.0,0,0
31.4,93.0,5.35,8.29,90.6,1003.6,4.76,1,1
24.5,44.3,19.8,3.11,17.6,1012.6,0.0,0,1
35.4,51.1,20.36,3.18,57.5,992.5,0.0,0,0
37.2,29.4,20.26,2.9,3.4,986.6,0.0,0,0
4.4,68.9,17.48,3.52,47.5,1004.2,0.0,0,0
7.6,26.5,9.14,6.73,69.7,1035.4,0.0,0,1
5.9,51.0,18.68,9.17,33.7,1006.7,0.0,0,1
9.7,53.2,22.61,8.04,24.3,999.5,0.0,0,1
40.2,99.9,19.35,4.89,1.0,1021.8,0.0,0,0
24.8,64.6,12.02,9.45,2.3,1022.7,0.0,0,1
29.3,70.8,0.26,2.92,18.9,990.0,0.0,0,1
3.2,52.7,6.17,5.84,72.1,999.9,0.0,0,1
35.4,18.5,17.77,3.3,12.3,1012.7,0.0,0,0
35.2,13.9,2.47,5.26,58.9,1023.8,0.0,0,0
36.3,95.8,12.48,7.63,52.5,984.2,0.44,1,0
44.4,30.6,15.9,2.92,65.3,992.6,0.0,0,0
-3.9,90.6,21.01,6.82,6.7,992.5,0.0,0,0
-3.3,24.0,13.6,2.81,22.2,1014.5,0.0,0,0
-2.3,58.1,9.68,7.37,10.3,1017.2,0.0,0,1
12.3,30.9,0.76,8.49,32.6,1020.9,0.0,0,2
21.1,45.7,6.71,9.35,68.2,1019.9,0.0,0,2
36.5,74.2,7.08,6.04,43.0,980.4,0.0,0,1
-3.2,55.9,8.41,3.49,47.7,1039.8,0.0,0,0
0.0,65.2,5.91,1.14,5.0,981.4,0.0,0,0
13.5,26.7,19.6,1.38,91.5,1015.3,4.81,1,0
6.9,50.5,7.11,7.31,48.6,987.9,3.63,1,1
3.0,22.4,12.49,8.05,27.9,996.6,0.0,0,0
-1.9,65.5,23.88,8.43,6.2,999.2,4.75,1,0
44.2,31.1,16.74,8.43,23.4,991.3,2.06,1,0
39.5,91.3,3.19,2.12,40.8,1026.8,0.0,0,0
18.3,63.3,2.4,4.83,99.2,985.3,0.0,0,2
6.3,58.6,14.35,5.82,85.2,1003.4,0.0,0,1
-9.4,81.1,6.49,8.18,26.6,980.6,4.93,1,0
7.6,19.8,2.97,3.17,3.8,1010.7,0.0,0,0
18.6,22.7,10.75,6.02,6.2,1003.9,0.0,0,1
3.2,64.4,14.71,6.34,15.9,997.1,0.0,0,0
19.7,51.5,8.26,7.88,9.4,1038.5,0.0,0,2
32.5,43.1,21.63,0.83,37.5,1000.1,0.0,0,0
44.2,27.1,15.75,5.4,15.4,990.1,0.0,0,0
14.9,21.3,5.37,2.76,51.1,1000.1,0.0,0,0
-0.8,39.4,1.76,8.91,19.9,1025.4,0.0,0,1
16.1,36.2,17.41,8.46,28.6,994.5,0.0,0,1
0.7,67.6,2.36,6.24,51.3,986.8,0.0,0,1
14.6,29.5,8.83,4.97,9.2,1037.5,0.0,0,1
-4.4,84.1,8.06,6.01,27.7,1024.0,0.0,0,0
20.4,31.7,6.34,3.89,14.5,1000.3,0.0,0,1
35.7,39.9,5.84,8.34,89.1,1004.6,3.47,1,1
33.1,11.6,14.88,5.92,37.9,1025.0,0.0,0,0
27.2,56.5,6.21,6.1,73.7,1038.4,0.0,0,1
-6.5,98.9,15.6,9.47,10.4,1000.5,4.18,1,0
38.4,55.1,4.67,1.36,58.8,1010.4,0.0,0,1
6.8,46.2,0.53,6.14,42.3,1035.2,0.0,0,1
11.9,33.7,22.63,0.26,32.7,1036.6,0.0,0,1
19.3,28.3,20.83,2.12,24.8,991.5,4.77,1,1
23.1,67.4,23.86,2.38,0.6,1015.9,0.0,0,1
16.3,15.6,11.36,2.95,27.5,993.3,1.77,1,0
7.0,98.1,23.32,5.79,98.1,1039.5,2.23,1,0
42.7,64.8,5.32,6.92,20.6,1000.4,0.0,0,0
3.5,10.4,22.02,3.03,8.6,985.2,0.0,0,0
44.6,23.1,2.49,4.44,56.3,997.7,0.0,0,0
13.3,38.3,22.88,0.52,23.5,1028.5,0.0,0,1
-3.9,97.6,17.33,2.8,45.6,997.8,1.46,1,0
21.9,84.3,9.09,3.54,46.8,1018.7,0.0,0,1
8.0,62.8,9.73,7.19,16.5,995.4,0.0,0,1
38.9,61.6,24.13,1.12,46.0,1005.1,0.0,0,0
34.7,85.7,16.75,6.45,94.9,1003.0,0.0,0,0
40.7,54.2,18.23,3.83,15.9,1015.2,0.0,0,0
15.2,88.6,2.15,0.4,60.6,999.9,2.03,1,1
-5.2,10.3,22.46,2.26,42.6,1038.3,0.0,0,0
-4.1,55.8,18.25,7.01,76.1,1007.4,2.32,1,0
25.6,64.8,1.76,0.74,96.5,989.1,3.84,1,1
12.5,26.3,11.68,5.73,45.3,1035.1,0.0,0,1
26.4,20.1,9.81,7.44,22.5,1015.4,0.0,0,1
-4.4,57.1,16.88,1.22,91.8,993.5,1.01,1,0
-0.7,18.2,19.95,5.01,38.9,1037.0,0.0,0,0
-0.8,34.7,5.97,5.04,29.2,1011.0,0.0,0,0
32.8,73.9,5.14,1.25,54.2,991.9,2.64,1,0
8.0,78.1,7.85,9.79,75.9,983.5,2.81,1,0
28.2,54.8,12.09,3.74,27.1,1036.8,0.0,0,1
-6.5,25.1,21.43,5.91,77.9,1028.5,0.0,0,0
20.3,25.9,3.71,5.78,36.7,1013.5,0.0,0,2
23.1,12.9,0.82,7.24,19.3,1019.1,0.0,0,1
44.0,85.2,10.33,6.2,11.7,1003.2,0.0,0,0
24.2,53.6,4.41,8.05,27.3,1029.2,0.0,0,2
10.5,13.7,5.81,8.9,81.8,1014.5,0.0,0,1
25.6,52.0,16.11,3.14,83.8,1022.1,0.0,0,1
35.7,53.9,4.37,0.87,70.0,1031.9,0.0,0,1
26.1,22.7,2.35,3.52,85.5,1037.7,3.81,1,0
21.6,12.9,13.57,8.08,27.6,1033.8,0.0,0,1
-5.8,24.4,20.93,4.23,79.7,1011.9,0.0,0,0
34.4,48.1,20.05,1.1,63.6,1022.2,0.0,0,0
2.3,64.4,10.83,3.89,10.7,988.1,0.0,0,0
31.2,44.4,20.71,0.9,62.5,1032.1,0.0,0,1
10.5,77.1,10.69,8.42,53.1,1025.9,2.95,1,0
20.3,64.9,17.39,9.19,78.6,993.2,0.0,0,1
-3.3,66.0,22.07,1.1,85.0,1027.9,0.0,0,0
7.0,46.5,24.22,2.1,58.0,985.0,3.82,1,0
6.6,98.7,12.52,5.21,3.6,1037.4,2.69,1,0
11.8,47.4,16.08,6.65,15.4,1010.0,0.0,0,1
14.4,24.9,7.83,2.2,12.6,1002.7,0.0,0,0
-6.0,64.3,24.83,9.64,82.9,996.0,4.17,1,0
-6.9,28.5,13.61,1.87,83.4,1026.6,0.0,0,0
34.9,29.8,18.22,3.62,66.7,987.3,0.0,0,0
43.5,13.9,2.35,1.32,43.1,997.4,0.0,0,0
16.1,53.6,17.93,3.68,35.3,1025.4,0.0,0,1
-9.2,22.9,5.33,3.58,29.1,1020.1,0.0,0,0
0.6,60.7,9.2,5.11,62.1,1033.6,0.44,1,0
24.5,45.5,4.07,1.26,55.9,998.0,0.0,0,2
12.3,29.1,15.72,2.52,49.4,1009.0,0.0,0,1
33.8,29.5,22.61,7.93,33.3,990.8,0.0,0,0
8.3,60.1,1.16,9.15,9.9,996.8,1.28,1,1
36.1,65.4,5.68,8.73,80.1,1025.2,0.0,0,1
24.1,55.1,9.35,2.32,55.7,1033.4,0.0,0,2
40.6,42.1,17.38,6.52,67.0,1018.7,0.72,1,0
43.8,14.1,11.69,4.31,36.0,1026.9,0.0,0,0
39.8,45.6,14.1,8.93,99.4,1038.2,0.0,0,0
-2.1,12.1,20.63,8.43,74.6,996.8,0.0,0,0
7.4,50.6,9.56,9.15,23.4,1014.7,0.0,0,1
26.5,60.8,23.1,1.11,22.1,1026.0,0.0,0,1
-0.9,55.3,16.3,0.54,29.2,1028.6,0.0,0,0
-8.1,35.4,15.98,2.07,82.7,1020.6,0.0,0,0
40.4,45.3,5.88,6.65,57.3,1000.1,0.0,0,1
11.9,36.2,17.76,6.55,44.1,1003.9,0.0,0,1
5.6,17.7,6.71,3.28,54.8,1026.4,0.0,0,0
42.0,84.5,24.62,8.77,61.7,1015.9,3.61,1,0
23.0,55.6,17.33,4.5,52.4,1003.9,0.0,0,2
38.2,85.7,19.65,0.24,91.2,996.5,0.98,1,0
14.2,77.4,16.01,4.22,67.9,1012.9,3.23,1,0
1.2,72.5,0.08,5.53,40.1,998.2,0.0,0,1
25.5,96.9,20.83,7.2,47.9,1003.5,1.8,1,1
36.7,44.6,11.54,2.79,27.4,983.7,0.0,0,0
14.6,64.5,13.67,8.01,75.1,1026.3,0.0,0,1
9.5,94.0,1.36,1.61,42.0,1016.8,3.6,1,0
20.7,53.6,10.59,5.24,16.2,986.5,0.0,0,2
29.0,62.9,12.0,5.76,55.9,998.4,4.48,1,0
23.0,72.8,11.6,7.59,58.4,983.2,0.0,0,1
6.8,22.4,2.2,7.23,70.4,1022.0,0.0,0,0
9.2,60.5,15.49,9.8,31.2,1037.4,0.0,0,0
32.0,67.0,20.42,0.38,7.8,984.2,0.0,0,0
23.2,91.5,11.69,0.77,21.0,980.5,0.0,0,1
34.9,99.8,10.3,0.29,23.5,1015.3,0.0,0,0
-4.3,20.9,17.54,6.71,25.1,1028.8,0.0,0,0
40.9,28.1,2.03,3.46,18.8,1011.6,0.0,0,0
17.0,69.5,9.12,0.38,97.4,1029.2,2.25,1,1
24.9,27.2,14.45,5.38,20.8,988.5,0.0,0,1
7.7,32.0,18.45,7.39,27.6,1032.4,0.0,0,0
9.0,48.5,18.17,2.19,46.9,1019.2,0.0,0,0
23.5,59.2,4.98,4.16,53.2,1026.8,0.0,0,2
13.5,97.7,2.69,2.15,34.1,993.7,0.0,0,1
-7.8,26.0,7.33,6.87,87.6,1027.9,2.83,1,0
-8.3,37.9,20.15,4.62,15.0,1006.3,0.0,0,0
11.6,53.9,8.74,9.38,56.3,1030.6,0.0,0,2
26.4,54.7,0.05,6.17,35.6,987.1,0.0,0,2
30.5,96.6,9.35,5.47,85.1,1000.0,1.41,1,0
39.5,24.3,8.23,4.7,84.7,1036.3,0.0,0,0
41.3,24.5,3.92,9.5,51.0,991.2,0.0,0,0
33.1,84.4,21.6,5.74,86.7,1010.6,0.0,0,0
31.7,48.3,1.84,3.57,62.4,991.5,1.47,1,1
-8.2,76.9,6.47,1.33,69.9,1030.6,1.17,1,0
42.0,44.7,23.46,2.81,21.8,992.8,4.48,1,0
43.9,95.9,21.3,8.48,66.1,1029.6,1.94,1,0
25.2,88.7,16.51,8.41,47.4,1023.0,0.0,0,1
-1.6,93.4,13.06,6.47,87.8,1004.6,2.64,1,0
-8.9,54.7,7.28,9.29,8.8,1007.6,0.0,0,1
39.6,73.1,14.73,2.88,36.7,985.4,0.0,0,0
7.8,70.1,8.94,4.7,55.5,1028.1,1.99,1,0
-2.8,16.8,15.12,1.97,6.0,1033.8,0.0,0,0
-2.6,14.8,3.0,4.77,66.8,1018.5,3.17,1,0
12.3,51.8,20.04,3.39,14.7,1032.4,0.0,0,1
6.2,73.6,17.09,8.02,18.4,1001.1,2.71,1,0
6.1,72.0,0.01,0.69,43.3,1037.5,0.0,0,1
44.7,47.5,1.16,3.13,67.6,988.1,0.28,1,0
16.1,28.8,2.28,4.17,35.1,1012.3,0.0,0,1
-3.8,81.2,0.66,4.49,58.7,1037.4,0.0,0,0
-1.3,56.6,9.89,4.85,19.7,1010.0,0.0,0,1
30.9,63.5,1.96,8.91,61.6,999.0,3.16,1,1
10.5,91.7,0.87,0.49,94.9,1037.9,3.58,1,1
2.2,73.1,21.72,1.1,23.9,981.4,0.15,1,0
34.0,36.8,12.33,7.9,49.5,1005.8,0.0,0,1
21.2,21.2,19.12,2.65,67.4,1018.8,0.0,0,1
4.7,34.0,21.58,0.23,18.2,1016.6,0.0,0,0
9.7,68.8,13.93,0.74,62.2,1028.8,0.0,0,0
-8.4,69.4,10.36,0.2,61.4,987.3,1.31,1,0
9.9,54.3,8.98,5.57,23.9,1018.1,0.0,0,1
2.3,55.7,16.22,5.69,36.6,1018.5,0.0,0,1
10.3,57.9,0.52,5.13,65.4,1025.6,4.95,1,1
23.3,42.7,6.23,5.77,88.2,1011.2,0.0,0,2
9.7,44.9,7.15,7.09,35.9,991.4,0.0,0,1
37.0,76.4,8.37,9.08,7.5,983.0,0.58,1,0
-5.2,69.5,15.02,6.51,68.8,1025.4,3.11,1,0
21.9,94.9,5.81,0.68,65.3,1024.4,2.85,1,1
-6.7,96.4,2.75,0.77,4.4,1005.6,3.72,1,0
39.4,33.4,15.72,0.52,38.7,997.6,3.22,1,0
-2.8,87.5,16.62,7.14,93.5,1036.5,0.0,0,0
17.2,40.2,17.89,5.43,93.3,994.3,1.58,1,1
34.3,18.9,11.39,4.33,7.3,1004.6,0.0,0,0
-6.4,55.9,23.98,9.79,53.2,1010.9,0.0,0,0
44.8,34.7,11.32,0.13,34.9,984.3,0.0,0,0
20.9,61.5,7.16,8.17,0.3,1000.0,0.0,0,2
39.9,31.1,13.53,5.43,87.4,983.0,0.91,1,0
-8.8,23.2,24.41,2.23,93.5,992.3,0.0,0,0
26.0,20.2,14.55,3.25,38.3,1006.4,0.0,0,0
26.5,79.2,8.23,9.25,93.8,982.4,2.13,1,1
22.5,35.0,6.49,6.82,60.2,990.0,0.0,0,2
27.4,42.6,17.09,1.22,46.8,990.1,1.69,1,1
-1.7,67.0,16.85,1.57,2.5,1027.6,1.72,1,0
17.2,83.7,20.96,7.28,24.7,1023.2,1.07,1,0
20.1,71.1,1.33,0.69,78.4,1031.6,2.14,1,1
36.5,75.6,14.49,3.27,19.8,1005.1,0.0,0,0
8.7,56.4,4.23,8.08,14.6,1008.9,0.0,0,1
16.7,42.5,11.87,8.5,99.0,1017.9,0.0,0,1
-9.2,89.2,23.85,5.79,75.4,1010.8,4.26,1,0
22.8,62.1,16.48,8.57,73.2,992.7,4.9,1,1
20.5,94.4,20.33,6.69,34.9,998.3,0.0,0,1
13.8,81.9,19.01,3.19,70.3,1009.7,2.06,1,0
39.2,42.4,7.18,3.58,21.5,1012.7,0.0,0,0
35.0,30.3,14.95,1.34,97.8,1007.3,0.0,0,0
32.3,74.2,20.68,1.09,67.8,995.9,4.78,1,0
39.6,20.3,9.24,3.71,12.2,985.9,0.0,0,0
44.6,61.2,15.54,4.76,66.2,1037.4,0.0,0,0
-6.4,54.4,24.82,3.94,59.4,986.4,4.37,1,0
6.5,37.5,9.68,9.67,8.4,1029.1,0.0,0,1
36.7,99.3,8.72,1.38,14.4,1025.5,1.3,1,0
1.2,42.0,1.86,8.58,86.0,1004.8,0.0,0,1
25.3,77.4,13.02,5.15,63.1,1022.2,1.65,1,1
4.8,59.4,9.0,5.45,40.6,1030.2,0.0,0,1
21.5,61.8,9.59,4.27,80.0,996.8,0.0,0,2
39.3,68.6,19.32,6.17,52.5,1038.0,0.0,0,0
-1.5,35.9,15.37,1.93,90.9,1004.7,0.0,0,0
3.7,38.2,1.48,2.65,49.0,1036.8,0.0,0,1
25.2,48.5,1.17,5.08,6.6,1033.0,0.0,0,2
10.8,67.6,2.8,7.06,82.3,1029.3,1.32,1,1
18.7,97.1,23.01,3.66,78.0,1035.3,4.15,1,0
4.7,40.9,4.97,5.12,84.3,1011.7,1.26,1,1
21.0,62.5,14.42,0.86,75.4,1034.6,0.0,0,1
29.5,92.3,16.07,6.78,72.1,995.6,4.21,1,0
6.3,90.7,15.51,4.29,62.3,1004.1,0.0,0,0
16.5,91.1,12.75,6.64,99.8,988.8,0.69,1,0
36.1,63.7,23.45,8.67,7.5,988.2,0.0,0,0
18.5,25.2,3.23,5.68,4.9,1032.4,0.0,0,2
33.2,11.4,1.19,5.54,99.4,1000.5,0.0,0,0
-2.6,70.7,16.17,1.1,46.7,1020.0,0.0,0,0
27.1,83.5,17.15,6.2,85.4,1034.0,0.87,1,0
35.0,29.2,23.22,0.33,92.1,1015.4,0.0,0,0
11.9,99.3,5.69,2.72,5.1,1036.4,0.0,0,1
27.1,71.9,21.86,6.68,56.2,1022.6,0.0,0,1
0.2,19.9,1.87,3.8,49.8,1016.9,0.0,0,0
8.2,78.5,13.28,2.28,61.5,1038.0,2.54,1,0
-7.2,38.9,15.52,8.43,73.0,1007.8,0.0,0,0
6.6,77.9,11.85,9.0,79.7,1034.1,3.34,1,0
30.6,76.8,12.6,0.21,26.1,999.4,0.0,0,0
36.2,19.4,23.75,1.91,41.4,992.9,0.0,0,0
31.2,41.8,17.05,1.93,38.2,1002.6,0.0,0,1
38.2,71.1,7.0,2.5,1.8,1000.8,0.0,0,0
5.3,73.0,10.29,3.23,93.9,995.8,1.91,1,0
3.3,29.6,7.56,8.66,76.7,1020.9,0.0,0,1
17.9,34.0,1.86,3.38,49.6,983.4,1.32,1,1
10.2,45.4,2.95,2.34,26.2,984.1,0.36,1,1
28.7,44.7,8.17,1.35,22.7,994.0,0.0,0,1
35.9,11.4,15.42,2.63,10.4,1022.3,2.22,1,0
24.8,59.9,24.44,7.88,77.4,1001.3,3.67,1,1
45.0,46.5,24.64,1.5,29.7,990.2,0.0,0,0
33.8,40.7,22.66,5.49,46.5,1027.2,0.0,0,1
32.6,31.9,7.02,6.03,90.2,1014.7,0.0,0,1
32.7,33.3,20.68,4.24,17.6,1001.0,0.0,0,0
2.6,35.4,4.52,6.71,58.0,1018.9,0.0,0,1
32.3,21.7,14.28,2.83,52.8,999.4,0.0,0,0
39.0,76.8,4.39,2.82,91.9,1006.2,0.0,0,0
11.6,95.7,23.14,6.64,0.9,1004.0,0.0,0,0
38.7,26.9,9.98,8.37,57.8,1030.8,0.0,0,0
39.9,20.5,3.63,0.92,93.5,1008.5,1.61,1,0
9.3,82.9,18.39,6.92,2.2,1034.6,3.15,1,0
-6.6,17.3,0.24,5.7,62.9,983.0,4.26,1,0
-4.4,29.5,10.61,8.44,25.5,1039.8,0.0,0,0
11.3,21.0,17.0,2.51,62.9,993.4,4.28,1,0
30.6,23.9,15.19,6.32,9.1,1007.9,0.0,0,0
15.7,79.9,3.96,1.32,26.9,1037.1,0.0,0,1
-8.9,46.1,6.43,6.42,45.9,1037.9,0.0,0,1
22.3,73.0,20.64,4.13,68.7,998.2,4.48,1,1
42.2,74.7,9.36,8.22,2.6,986.2,0.0,0,0
6.0,95.6,10.9,4.35,67.8,1026.1,1.07,1,0
32.5,38.8,4.38,6.35,9.0,1038.3,0.0,0,1
44.2,40.5,24.28,1.54,4.1,982.0,0.0,0,0
-5.4,56.1,8.19,3.42,63.6,989.8,0.0,0,0
22.0,92.3,9.12,9.83,57.6,1038.4,3.64,1,1
34.9,14.8,14.47,8.04,56.1,983.8,0.0,0,0
-6.7,83.6,1.08,1.46,27.5,1018.0,0.0,0,0
-3.5,22.8,9.22,8.38,46.7,999.3,0.0,0,0
4.3,46.1,8.32,8.06,92.4,1025.6,0.0,0,1
17.7,21.3,18.67,6.01,90.2,992.0,0.0,0,0
27.7,33.9,16.68,9.25,91.8,1023.2,4.36,1,1
26.2,37.9,4.68,1.25,5.0,1025.2,0.0,0,2
-8.7,45.8,12.07,1.78,4.4,991.3,0.0,0,0
-5.5,60.0,3.66,2.04,39.3,986.0,1.74,1,0
8.1,77.4,1.87,8.62,81.6,1026.0,4.11,1,0
0.1,21.2,1.12,9.4,30.8,1035.1,0.0,0,1
39.9,91.4,23.09,5.01,86.6,1037.0,2.09,1,0
29.6,37.0,18.85,0.83,52.3,987.3,1.29,1,1
36.1,27.4,20.21,7.96,49.9,994.0,0.0,0,0
15.6,10.8,13.28,9.53,15.5,1014.4,0.0,0,0
37.3,86.5,20.55,3.16,89.1,1036.5,1.77,1,0
12.8,40.1,5.31,6.22,56.3,1007.8,0.0,0,1
33.8,25.7,2.86,6.27,39.9,983.6,0.0,0,1
32.4,65.4,9.07,2.0,63.2,1033.3,0.0,0,0
34.7,56.9,17.95,8.97,77.3,1034.6,0.0,0,1
39.7,65.9,21.75,0.49,65.8,1030.9,3.31,1,0
35.4,35.9,10.13,5.74,51.9,982.4,0.5,1,0
4.4,32.1,18.56,5.77,76.4,984.2,1.62,1,0
36.7,73.7,21.73,0.56,72.1,1012.4,0.0,0,0
17.9,58.6,1.29,6.72,27.3,981.2,4.79,1,1
9.0,88.1,23.99,9.44,88.2,1033.7,0.76,1,0
25.2,53.9,2.47,6.81,56.3,1031.8,0.0,0,2
21.6,49.7,11.57,9.55,13.8,1006.8,0.0,0,2
13.8,35.5,7.18,2.41,34.4,1032.3,0.0,0,1
3.2,44.6,2.65,9.05,40.8,1038.8,0.0,0,1
